id,Timestamp,Pilihan Jadwal Kelas,Dari mana kamu mengetahui info ini ?,Status,Nama Kampus / Sekolah / Instansi,Alasan Mengikuti Bootcamp Data Science di Intelligo ID,Harapan setelah mengikuti Bootcamp,Unnamed: 0
ac687490-2263-42a4-b629-41f9cb808ec3,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,UGM,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,175.0
ae0bc742-9002-4ac9-b183-a2041b84bc8b,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mayjen Sungkono ,Memperdalam Skill,menentukan ingin mengambil data science atau data engineering,176.0
5ef1e3ae-45e5-41e7-956b-4cef7dcf95b5,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Pekerja aktif,Gunadarma,Ingin mendalami ilmu data science,Bisa menjadi data scientist yg siap kerja,177.0
2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,LinkedIn,Pekerja aktif,Universitas Mayjen Sungkono ,Ingin mengembangkan karir di bidang Data Science ,Bisa menguasai skill bidang DS dan bisa memulai freelancer,178.0
927c3ada-c329-468f-8b53-036feb07b813,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Facebook,Fresh Graduates,Universitas Alma Ata ,Menambah Skill,menentukan ingin mengambil data science atau data engineering,179.0
2f520f04-c2d9-4b9c-a029-6f9df9507b70,1/12/2024 19:44:23,,Instagram,Fresh Graduates,Universitas Pekalongan ,Ingin belajar data scientist,Bisa menjadi data scientist yg siap kerja,180.0
fefb10d9-4247-4d30-b89d-9efd8c703bf1,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Widyagama Malang,Ingin berkarir di bidang data,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,181.0
9272dcff-3d6f-401f-9f68-7c06df177b96,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,ITS,belajar data sains,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,182.0
9798eef8-20b9-4df4-a0de-81ed2227b9bf,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,ITS,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Bisa bekerja sebagai Data Science ,183.0
83da35e2-88ab-4562-9f43-c192ecdaed1e,6/18/2024 16:35:47,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Mahasiswa,Gunadarma,"Skil , karier dan job ",Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,184.0
581e0c61-097c-43a1-807a-d1f21bf13e0c,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mikroskil,Menambah Skill,"Dapat ilmu , relasi, jejaring dan project ",185.0
3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Pekerja aktif,ITS,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,186.0
e490e589-c757-4a79-9fb9-b96dc034c08b,4/26/2024 10:05:37,,Instagram ads,Mahasiswa,ITS,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,187.0
41ae8e3f-715e-4fe0-aa5f-75aca345731c,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Pekerja aktif,Gunadarma,Mendalami lebih dalam lagi dibidang yang saya minati,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,188.0
a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,PT Hiraeth Karya Indonesia,"Skil , karier dan job ",Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,189.0
2b7f0ba7-166f-43e5-9c60-056b72b479a4,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,UGM,Mendalami lebih dalam lagi dibidang yang saya minati,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,190.0
8aef2d51-8022-4436-a3a6-8c80ea4e0d91,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,UGM,Mendalami lebih dalam lagi dibidang yang saya minati,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,191.0
d975480c-d90f-414e-a9e1-b1288c4fbd1c,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,ITS,Ingin mendalami ilmu data science,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,192.0
789055e5-3d0a-423a-bd82-c9fcfdf03bac,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Umum,Gunadarma,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,"Dapat ilmu , relasi, jejaring dan project ",193.0
6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Mikroskil,ingin menambah ilmu ,Bisa bekerja sebagai Data Science ,194.0
e9877472-82b1-472c-8e62-929561e5e2e7,6/29/2024 19:08:51,,Lain-lain,Fresh Graduates,Politeknik TEDC Bandung,Ingin belajar data scientist,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",195.0
207a3175-fda0-43fb-8b30-c257bf055847,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Umum,Universitas Pekalongan ,Ingin belajar data scientist,bekerja dibidangnya ,196.0
18ef96e8-9a73-4678-8c6c-772ce127d7f9,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Mahasiswa,ITS,Mendalami lebih dalam lagi dibidang yang saya minati,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",197.0
2d289025-ff1e-4ba7-a201-6b6053e593e8,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,Menambah Skill,bekerja dibidangnya ,198.0
9dafb395-690f-4613-9aed-1761724d82c8,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Pancasila,Menambah Skill,menentukan ingin mengambil data science atau data engineering,200.0
fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Alma Ata ,belajar data sains,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,201.0
79ce6eb0-d1d0-42fe-b157-1bb64abf5596,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Website,Pekerja aktif,Universitas Alma Ata ,Ingin mendalami ilmu data science,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,202.0
4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,203.0
de26149b-380f-42c9-bdc1-a8584f2c5233,4/26/2024 18:54:33,,Facebook,Mahasiswa,Politeknik TEDC Bandung,Ingin mendalami ilmu data science,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,204.0
cbaaf4cd-85c3-4140-9033-acedf90fa1cb,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mayjen Sungkono ,Ingin mengembangkan karir di bidang Data Science ,Bisa menjadi data scientist yg siap kerja,205.0
6e65b841-848c-46e7-a8b3-15ca81055f6a,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PENS,belajar data sains,bekerja dibidangnya ,206.0
f05a9269-3068-486a-b87d-fda9d757275c,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Gunadarma,Memperdalam Skill,"Dapat ilmu , relasi, jejaring dan project ",207.0
23f67700-5b2a-4ebb-a7a6-2b6bd78cea75,4/19/2024 9:42:53,,Instagram,Fresh Graduates,PENS,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",memahami data sains,208.0
c43a7404-eeeb-4714-9bc9-598b448da6f9,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,LinkedIn,Mahasiswa,Universitas Mikroskil,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",bekerja dibidangnya ,209.0
f09830ac-90c9-4f96-82d2-30a969c28516,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PENS,Tertarik untuk switch career ke data analyst ,memahami data sains,210.0
b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,4/26/2024 10:05:37,,Instagram,Mahasiswa,Universitas Alma Ata ,Ingin mendalami ilmu data science,memahami data sains,211.0
366c8261-243e-4eab-9695-6df81979597a,3/3/2024 12:25:26,,Lain-lain,Pekerja aktif,Gunadarma,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",212.0
ae40a3a5-e900-4cbc-8955-280bd7529d92,4/24/2024 20:26:57,,Instagram,Fresh Graduates,Universitas Alma Ata ,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,bekerja dibidangnya ,213.0
0abe9114-4d57-4368-9b74-8ff8d5ab22cf,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,Universitas Pancasila,Menambah Skill,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,214.0
be1f9c71-c6b8-48c6-84bb-6ef5174954aa,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Fresh Graduates,Universitas Mayjen Sungkono ,Ingin belajar data scientist,Bisa menjadi data scientist yg siap kerja,215.0
87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Pekerja aktif,unindra ,Ingin berkarir di bidang data,bekerja dibidangnya ,216.0
f63a1efa-33c6-40c7-8688-ef9d34466284,4/21/2024 9:03:51,,Instagram,Umum,Universitas Alma Ata ,"Skil , karier dan job ",Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,217.0
e9b443df-a15c-4c9f-b225-c44096cdcb9e,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Universitas Pancasila,Ingin belajar data scientist,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,218.0
a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,4/26/2024 10:05:37,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Mahasiswa,UGM,Ingin belajar data scientist,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,219.0
efee5412-be59-448d-9f6e-9a7dcf201113,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Facebook,Pekerja aktif,PT Hiraeth Karya Indonesia,Ingin berkarir di bidang data,"Dapat ilmu , relasi, jejaring dan project ",221.0
9c190f0c-c070-4a52-946b-462086f30106,4/26/2024 18:54:33,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Website,Mahasiswa,PENS,"Untuk memiliki kemampuan untuk menganalisis data, memiliki kemampuan problem solving yang baik",Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,222.0
2b9d541b-cc79-4e7a-8aca-958bed3b2c61,4/26/2024 10:05:37,,LinkedIn,Umum,Universitas Mayjen Sungkono ,belajar data sains,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,223.0
55284c4b-b914-4e5d-9551-79d8f5b4eb5d,4/24/2024 20:26:57,,Instagram ads,Mahasiswa,Universitas Mayjen Sungkono ,ingin menambah ilmu ,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,224.0
e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Pekalongan ,Menambah Skill,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,225.0
393c8d69-3a0e-414a-8b81-6b069e1d3432,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,Universitas Alma Ata ,Ingin belajar data scientist,menentukan ingin mengambil data science atau data engineering,226.0
b7ba5486-611f-4ead-9e37-51de7d6961bb,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Pancasila,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,227.0
7c032388-80b3-48e9-be91-56bf32f69e9c,6/18/2024 16:35:47,,Instagram,Pekerja aktif,Universitas Pancasila,Ingin berkarir di bidang data,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",228.0
651aa3c1-3bba-4b30-9471-e0f7857900f7,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,unindra ,Ingin mendalami ilmu data science,Bisa bekerja sebagai Data Science ,229.0
d99430cc-3810-4660-823f-02144b19ea3d,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Mikroskil,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,"Dapat ilmu , relasi, jejaring dan project ",230.0
934eaca0-2d10-4419-8175-7812976e2931,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,Universitas Widyagama Malang,Tertarik untuk switch career ke data analyst ,Dapat memperoleh kompetensi yg sesuai dengan yg dibutuhkan perusahaan untuk bidamg data science ,231.0
3715dae0-d872-499f-8f0c-fabf940e2bc0,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,Politeknik TEDC Bandung,belajar data sains,memahami data sains,232.0
ad7840ca-5f92-40dd-963a-5f8460b3a9dd,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Gunadarma,Ingin mendalami ilmu data science,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,233.0
c7bf0ed5-820e-4544-920d-c50b944dec2c,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Umum,PT Hiraeth Karya Indonesia,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,234.0
a2b117e7-ab57-476e-831c-33f7ceb1aa35,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,unindra ,Mendalami lebih dalam lagi dibidang yang saya minati,"Dapat ilmu , relasi, jejaring dan project ",236.0
c0db802b-635c-4f93-b4cb-7d9883a43093,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Alma Ata ,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,"mendapatkan job yg sesuai dengan bidang yg saya tekuni yaitu bidang data, dan berharap bootcamp ini memberi job connecting kepada peserta seperti saya",237.0
c6990f5b-cd7a-4dda-a877-6155653d134e,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Politeknik TEDC Bandung,Memperdalam Skill,menentukan ingin mengambil data science atau data engineering,238.0
b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Fresh Graduates,ITS,ingin menambah ilmu ,"Dapat ilmu , relasi, jejaring dan project ",239.0
820fb470-45af-4458-a617-8ea1f9d8915d,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Pekerja aktif,Universitas Mayjen Sungkono ,Menambah Skill,Paham teori dan bisa membuat project data secara end to end,240.0
1d9c5351-1850-448d-a113-86faf797165f,4/19/2024 9:03:31,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Alma Ata ,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,memiliki insight baru setiap menghadapi masalah yang berkaitan dengan data,242.0
ac1781e0-796b-4d94-a324-680e348fe2cb,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,unindra ,Tertarik untuk switch career ke data analyst ,Paham teori dan bisa membuat project data secara end to end,243.0
de511cef-1fc8-493b-bb99-d9ba30a042c9,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,LinkedIn,Mahasiswa,Universitas Pancasila,Ingin mengembangkan karir di bidang Data Science ,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,244.0
f21916d7-d541-4ce8-a39b-d7f0276da589,7/1/2024 16:14:41,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Lain-lain,Pekerja aktif,Universitas Pancasila,ingin menambah ilmu ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,245.0
6f9ed042-aee1-4527-9335-284bb7d27521,2/29/2024 21:13:00,,Instagram,Umum,UGM,Ingin berkarir di bidang data,Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,246.0
9a72950d-597c-4488-8d80-702130f485ee,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Mahasiswa,Universitas Alma Ata ,belajar data sains,menentukan ingin mengambil data science atau data engineering,247.0
a07d4949-be64-47ce-b0d2-c4b3e775404e,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,PENS,"Skil , karier dan job ",bekerja dibidangnya ,248.0
aac4a278-e82f-40cc-9662-861f6b2ac634,4/24/2024 20:26:57,,LinkedIn,Mahasiswa,Universitas Pancasila,Ingin mengembangkan karir di bidang Data Science ,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,249.0
b52aa66d-49b6-4823-b15d-19817ab072ab,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Pekerja aktif,unindra ,Memperdalam Skill,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,250.0
e0766991-32fc-4294-b1e2-a0dff52c64f2,3/3/2024 12:25:26,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Mayjen Sungkono ,Ingin mengembangkan karir di bidang Data Science ,Bisa bekerja sebagai Data Science ,251.0
e11ba41b-805a-4223-afa6-67c773666985,4/21/2024 9:03:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Pekerja aktif,Universitas Pekalongan ,"Skil , karier dan job ",Memahami ilmu data science sehingga bisa diimplementasikan ke dunia kerja,252.0
37801059-5d8a-4bb8-ac44-c92f83dbfa3a,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Gunadarma,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,Bisa menguasai skill bidang DS dan bisa memulai freelancer,253.0
11cb3da8-b076-4554-b86b-ad619773b101,4/25/2024 23:39:21,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,UNIVERSITAS NEGERI SURABAYA,Ingin berkarir di bidang data,Bisa menguasai skill bidang DS dan bisa memulai freelancer,254.0
a997b75b-15b5-4973-bd5c-0372fd8cb344,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Pekerja aktif,PT Hiraeth Karya Indonesia,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,255.0
e42c716f-8970-4881-89c6-3db8a37ccd35,4/24/2024 20:26:57,,Facebook,Fresh Graduates,ITS,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,bekerja dibidangnya ,256.0
d5bb291b-06cc-4dec-968a-ce7db7529f77,6/30/2024 8:44:28,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Fresh Graduates,Universitas Widyagama Malang,Ingin switch karir karna saya melihat potensi karir di data science itu lumayan menjanjikan ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,257.0
adc0ba52-ad0c-4888-9527-72d7900b42bd,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram ads,Umum,Universitas Mikroskil,Tertarik untuk switch career ke data analyst ,bekerja dibidangnya ,259.0
53f8916f-1f81-4fd4-ba7e-b3574e6852eb,7/1/2024 16:14:41,,Lain-lain,Umum,Universitas Widyagama Malang,Ingin memperdalam ilmu dan mendapatkan pekerjaan di bidang Data Science,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,260.0
1699c2dd-b2b5-4756-bc87-a4b933c25c01,6/30/2024 8:44:28,,Lain-lain,Pekerja aktif,UNIVERSITAS NEGERI SURABAYA,Ingin mengembangkan karir di bidang Data Science ,Bisa menjadi data scientist yg siap kerja,261.0
f8a5ac4a-6f9a-4356-a9d7-142b91a4c9a4,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),LinkedIn,Pekerja aktif,PENS,Tertarik untuk switch career ke data analyst ,memahami data sains,262.0
0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,6/29/2024 19:08:51,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Fresh Graduates,Politeknik TEDC Bandung,belajar data sains,Mendapatkan skill dalam menganalisa dan membuat suatu solusi dari permasalahan yang ada dengan menerapkan ilmu yang didapat,263.0
ed2064be-7d40-4f59-9e7d-d7e7dd54b118,2/29/2024 21:13:00,,Instagram,Fresh Graduates,Universitas Jambi ,Memperdalam Skill,menentukan ingin mengambil data science atau data engineering,264.0
d057bbf9-c5fa-420a-9bb9-1f6322853d1c,4/19/2024 9:42:53,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram ads,Fresh Graduates,PENS,saya ingin mengembangkan karir sebagai data analyst ataupun data scientist,bekerja dibidangnya ,265.0
f2708137-31a5-416c-bbff-7155fb5aa25c,1/12/2024 19:44:23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Pekalongan ,Tertarik untuk switch career ke data analyst ,menentukan ingin mengambil data science atau data engineering,266.0
be5ec881-1245-4f55-9f25-8f76599294aa,4/24/2024 20:26:57,,Facebook,Fresh Graduates,Universitas Pancasila,Menambah Skill,Memilki ilmu yang lebih dari cukup untuk melakukan pekerjaan di bidang Data Science,267.0
9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,4/24/2024 20:26:57,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Instagram,Mahasiswa,Universitas Jambi ,Ingin belajar data scientist,Bisa menjadi data scientist yg siap kerja,268.0
f6a23d22-7609-4675-b15a-07e2ac92d770,4/21/2024 9:03:51,,Instagram,Mahasiswa,Gunadarma,Memperdalam Skill,Bisa bekerja sebagai Data Science ,269.0
5805dec2-b9a9-4314-9e19-729737c7a6c6,4/17/2024 16:31:44,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Instagram,Mahasiswa,unindra ,Tertarik untuk switch career ke data analyst ,Semoga setelah mengikuti bootcamp ini saya langsung ketrima kerja sesuai apa yang saya harapkan aamiin,270.0
984f5641-df2b-40ba-83b2-61ba8eabc65c,4/24/2024 20:26:57,,Instagram ads,Pekerja aktif,Universitas Mayjen Sungkono ,Ingin mendalami ilmu data science,"Dapat ilmu , relasi, jejaring dan project ",271.0
