id,Timestamp,Score,1. Bahasa Python bisa digunakan untuk membuat apa saja ? kecuali...,"2. Salah satu syarat dalam mendefinisikan variabel, kecuali…",3. Jenis tipe data yang bersifat numerik adalah…,"4. Python bisa digunakan di online platform, dibawah ini platform mana yang benar ?","5. Python bisa digunakan di offline platform, dibawah ini platform mana yang benar ?",6. Workflow pada Data Science disebut...,"7. Dibawah ini mana yang benar, jika kita ingin membuat teks Selamat Datang",8. Tipe data untuk mencetak bilangan pecahan adalah...,"9. Penggunaan If-Else pada Python, biasanya digunakan untuk menentukan sebuah kondisi.

Benar atau salah ?","10. Posisi if selalu berada setelah posisi else.

Benar atau salah ? ",Unnamed: 0
4e5e83e4-af3a-4513-ae2d-281f7991fdb7,2/19/2024 15:50:32,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,143.0
df68b52d-88f5-4b15-9731-39301acac35b,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,144.0
c3199038-0991-484e-bfee-899557351e13,2/19/2024 20:48:08,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,145.0
ede1c719-13be-432a-958d-e5e220f7b972,2/19/2024 15:50:32,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,146.0
af8a0613-364e-42b4-903f-c2ea6ed41cea,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,147.0
c393b545-0428-4a31-927b-e603aa307049,7/8/2024 21:33:17,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,148.0
1a26488b-6cd0-47ce-a93f-a8b4c8da09e2,2/19/2024 20:48:08,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,149.0
d056ef76-a2d5-4e81-9a82-0a5190a878e8,2/19/2024 20:00:24,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,150.0
f5d4a203-e308-452c-86e4-9412e871f2e8,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,151.0
9e679f83-7105-4a2c-b9d2-82964ea88b4f,2/19/2024 6:59:22,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,152.0
20d213ef-76bf-41bb-bc87-9ffcfa2127bc,2/19/2024 20:48:08,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,153.0
8c8342e9-a790-4117-b607-5415d372b7f6,1/16/2024 14:04:28,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,154.0
a21eedda-983a-47dd-81fc-20e1b1f34d9e,2/19/2024 6:54:48,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,155.0
6f680a58-6e7f-4b24-ab2a-8f615cd14a21,7/11/2024 15:38:01,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,156.0
d5b84e64-0316-493b-9d2d-3d5a49490e9c,7/8/2024 21:33:17,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,157.0
85c289f3-c492-4b55-91f1-25a199c58832,1/16/2024 14:04:28,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,158.0
8cc0183c-f480-475a-a25b-559f3576b7c5,2/19/2024 15:50:32,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,159.0
86677349-04ed-425a-b521-0389359ed54e,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,160.0
455e0529-272b-4550-95d5-a0bdb835ca9f,5/22/2025 19:44:24,100 / 100,Game,Tidak dapat diawali dengan angka,Integer,Jupyter Notebook,Semua Benar,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,161.0
20c3a3f4-11c6-43d4-a63d-88f54b3b8096,7/11/2024 15:38:01,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,162.0
acf94512-66a4-418e-98d7-dfc6c4691d80,5/22/2025 19:47:13,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,163.0
7428131a-f272-433f-b7ae-725af2ab628d,7/8/2024 22:00:52,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,R,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,164.0
a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,7/11/2024 15:38:01,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,165.0
58d13a75-2efb-4254-85fa-13bdb2ac2156,7/11/2024 15:38:01,90 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,166.0
9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,5/22/2025 19:47:13,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,167.0
8905a79c-4956-4918-b85f-f194e57c2e62,2/19/2024 12:10:43,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,168.0
eb90a88d-20c0-4c51-98f1-a67bc873c84d,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,169.0
7c900363-ac5f-43a0-ae64-d5bb23688d88,7/11/2024 15:38:01,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,170.0
493c0fa8-bb96-4b13-b9fb-93abb37b65e7,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,171.0
f9c4d67a-8176-4831-b098-8d866ed2dd52,1/16/2024 14:04:28,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,172.0
c44b54b6-297d-4d1f-a5cc-1fbf039d492b,5/17/2025 13:04:23,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,173.0
7828cf51-b3a0-48db-8231-70513625208a,5/22/2025 19:44:24,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,174.0
ac687490-2263-42a4-b629-41f9cb808ec3,5/22/2025 19:44:24,90 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,175.0
ae0bc742-9002-4ac9-b183-a2041b84bc8b,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,176.0
5ef1e3ae-45e5-41e7-956b-4cef7dcf95b5,10/10/2023 19:44:21,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,177.0
2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,178.0
927c3ada-c329-468f-8b53-036feb07b813,5/17/2025 13:04:23,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,179.0
2f520f04-c2d9-4b9c-a029-6f9df9507b70,5/22/2025 21:38:20,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,180.0
fefb10d9-4247-4d30-b89d-9efd8c703bf1,2/19/2024 12:10:43,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,181.0
9272dcff-3d6f-401f-9f68-7c06df177b96,2/19/2024 20:00:24,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,182.0
9798eef8-20b9-4df4-a0de-81ed2227b9bf,7/8/2024 22:00:52,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,183.0
83da35e2-88ab-4562-9f43-c192ecdaed1e,2/19/2024 6:59:22,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,184.0
581e0c61-097c-43a1-807a-d1f21bf13e0c,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,185.0
3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,5/22/2025 19:44:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,186.0
e490e589-c757-4a79-9fb9-b96dc034c08b,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,187.0
41ae8e3f-715e-4fe0-aa5f-75aca345731c,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,188.0
a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,2/19/2024 20:00:24,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,189.0
2b7f0ba7-166f-43e5-9c60-056b72b479a4,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,190.0
8aef2d51-8022-4436-a3a6-8c80ea4e0d91,1/16/2024 14:04:28,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,191.0
d975480c-d90f-414e-a9e1-b1288c4fbd1c,10/10/2023 19:44:21,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,192.0
789055e5-3d0a-423a-bd82-c9fcfdf03bac,7/8/2024 22:00:52,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,193.0
6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,7/8/2024 22:00:52,100 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,194.0
e9877472-82b1-472c-8e62-929561e5e2e7,5/22/2025 21:38:20,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,195.0
207a3175-fda0-43fb-8b30-c257bf055847,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,196.0
18ef96e8-9a73-4678-8c6c-772ce127d7f9,5/22/2025 19:47:13,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,197.0
2d289025-ff1e-4ba7-a201-6b6053e593e8,7/11/2024 15:38:01,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,198.0
9dafb395-690f-4613-9aed-1761724d82c8,2/19/2024 6:54:48,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,200.0
fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,2/19/2024 6:54:48,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,201.0
79ce6eb0-d1d0-42fe-b157-1bb64abf5596,7/8/2024 22:00:52,90 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,202.0
4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,2/19/2024 20:00:24,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,203.0
de26149b-380f-42c9-bdc1-a8584f2c5233,7/8/2024 22:00:52,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,204.0
cbaaf4cd-85c3-4140-9033-acedf90fa1cb,7/11/2024 15:38:01,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,205.0
6e65b841-848c-46e7-a8b3-15ca81055f6a,7/8/2024 22:00:52,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,206.0
f05a9269-3068-486a-b87d-fda9d757275c,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,207.0
23f67700-5b2a-4ebb-a7a6-2b6bd78cea75,2/19/2024 12:10:43,60 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,208.0
c43a7404-eeeb-4714-9bc9-598b448da6f9,2/19/2024 6:59:22,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,209.0
f09830ac-90c9-4f96-82d2-30a969c28516,5/22/2025 19:47:13,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,210.0
b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,2/19/2024 15:50:32,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,211.0
366c8261-243e-4eab-9695-6df81979597a,2/19/2024 6:54:48,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,212.0
ae40a3a5-e900-4cbc-8955-280bd7529d92,2/19/2024 6:54:48,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,213.0
0abe9114-4d57-4368-9b74-8ff8d5ab22cf,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,214.0
be1f9c71-c6b8-48c6-84bb-6ef5174954aa,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,215.0
87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,2/19/2024 6:54:48,70 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,R,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,216.0
f63a1efa-33c6-40c7-8688-ef9d34466284,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,217.0
e9b443df-a15c-4c9f-b225-c44096cdcb9e,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,218.0
a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,5/22/2025 19:44:24,60 / 100,Game,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,219.0
efee5412-be59-448d-9f6e-9a7dcf201113,5/17/2025 13:04:23,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Google Colab,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,221.0
9c190f0c-c070-4a52-946b-462086f30106,7/11/2024 15:38:01,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,222.0
2b9d541b-cc79-4e7a-8aca-958bed3b2c61,5/22/2025 19:47:13,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,223.0
55284c4b-b914-4e5d-9551-79d8f5b4eb5d,5/22/2025 19:47:13,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,224.0
e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,5/17/2025 16:25:29,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,225.0
393c8d69-3a0e-414a-8b81-6b069e1d3432,2/19/2024 6:54:48,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,226.0
b7ba5486-611f-4ead-9e37-51de7d6961bb,10/10/2023 19:44:21,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,227.0
7c032388-80b3-48e9-be91-56bf32f69e9c,1/16/2024 14:04:28,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,228.0
651aa3c1-3bba-4b30-9471-e0f7857900f7,1/16/2024 14:04:28,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,229.0
d99430cc-3810-4660-823f-02144b19ea3d,10/10/2023 19:44:21,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,230.0
934eaca0-2d10-4419-8175-7812976e2931,2/19/2024 20:48:08,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,231.0
3715dae0-d872-499f-8f0c-fabf940e2bc0,2/19/2024 6:54:48,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,232.0
ad7840ca-5f92-40dd-963a-5f8460b3a9dd,10/10/2023 19:44:21,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,233.0
c7bf0ed5-820e-4544-920d-c50b944dec2c,7/8/2024 21:33:17,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,234.0
a2b117e7-ab57-476e-831c-33f7ceb1aa35,5/17/2025 16:25:29,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,236.0
c0db802b-635c-4f93-b4cb-7d9883a43093,2/19/2024 15:50:32,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,237.0
c6990f5b-cd7a-4dda-a877-6155653d134e,5/22/2025 21:38:20,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,238.0
b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,5/22/2025 21:38:20,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,239.0
820fb470-45af-4458-a617-8ea1f9d8915d,5/22/2025 19:44:24,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,240.0
1d9c5351-1850-448d-a113-86faf797165f,2/19/2024 15:50:32,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,242.0
ac1781e0-796b-4d94-a324-680e348fe2cb,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,243.0
de511cef-1fc8-493b-bb99-d9ba30a042c9,1/16/2024 14:04:28,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,244.0
f21916d7-d541-4ce8-a39b-d7f0276da589,7/8/2024 21:33:17,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,245.0
6f9ed042-aee1-4527-9335-284bb7d27521,5/22/2025 19:44:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,246.0
9a72950d-597c-4488-8d80-702130f485ee,1/16/2024 14:04:28,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,247.0
a07d4949-be64-47ce-b0d2-c4b3e775404e,2/19/2024 12:10:43,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,248.0
aac4a278-e82f-40cc-9662-861f6b2ac634,1/16/2024 14:04:28,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,249.0
