,id,Pilihan Jadwal Kelas,Status
416,792a10ac-a9bb-45ce-af93-7a2619ef61fe,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
417,24f641eb-913a-4416-84af-07ec8721940e,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
418,41c2499e-4649-4cd4-8476-d435c6166c58,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
419,f59c8c41-7c50-4929-a64d-49cf2e587423,,Mahasiswa
420,dbf069ee-b1dd-4b75-8b6e-73734ec2cb48,,Mahasiswa
421,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,,Pekerja aktif
422,4cab344d-1770-4c38-a71f-6d51e8f3b5cc,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
423,48a6d994-4f5b-468f-a96b-9ebe47e8e279,,Pekerja aktif
424,dceebdb5-1a91-4fa6-8072-aaa827868eb3,,Fresh Graduates
425,2b46b282-1df9-4423-9625-2c6743a25144,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
426,483a2cf3-98f9-456d-81d9-022710423c23,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
427,1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
428,2a205037-8c86-4372-a92d-d81ee9b38025,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
429,44f5e566-7fef-484a-b881-c53d9249ae9b,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
430,3dea5f61-f356-432f-b831-57df87d6b032,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Fresh Graduates
431,d1d66775-cc03-42ea-ad3c-681efafb3682,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
432,2ae01d22-116d-44c0-84be-cfad96fb519c,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
433,b166452a-784d-4789-941e-1c7b8b6229f6,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
434,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
435,0fe94c00-c05c-4d31-9f39-7d31012ea47a,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
436,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,,Mahasiswa
437,663c3978-6013-4a55-9a58-5d538e435021,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
438,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,,Mahasiswa
439,5ef119b1-883b-4964-8400-341414ee551a,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
440,709c8608-6cac-4147-9d6e-e8152ce6340c,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
441,17f173bf-52a2-4042-80ee-6d30d0217f4c,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
442,216de2aa-e0bf-41b4-92da-3ad50ab2af5e,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
443,9c2aadbd-036d-45e6-b130-7f3d98892dba,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
444,4cf82814-1d7e-430c-bba3-247af2552306,,Fresh Graduates
445,b661cc43-3695-4a39-b0dc-21164ec6e199,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
446,e04076e5-3fab-4e6b-9f79-38c54336e47b,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
447,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
448,a133b00f-54e3-42c5-87db-f89de83c6874,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Pekerja aktif
449,bcb872cd-f6f8-422c-8729-59be0b01e4c4,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
450,e18562d7-a549-49e1-ade6-2373fed3787d,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
451,34099491-cba6-4b79-9c62-38e83f1cf9db,,Fresh Graduates
452,5e454df6-a68f-4b76-b06a-f576ed27a11e,,Fresh Graduates
453,40ef5c66-cc76-49a6-851d-1b58fe2953d7,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
454,3aa83f6f-e363-4f12-9770-8902a51fbfbc,,Mahasiswa
455,48aeea0c-cfef-4b4a-b94f-415455a9d7af,,Mahasiswa
456,c4cf804a-7759-4269-8562-c7141d2c18c7,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
457,a76629f6-fe9d-4e32-a4ab-46b9faf116a0,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Fresh Graduates
458,6cfc3694-9d16-4d0e-be7d-e717b3e39ea9,,Fresh Graduates
459,0e321c7e-d2cf-4699-aa74-9544ab8f2090,,Mahasiswa
460,ba649e58-8a55-492c-bf39-5d660ebef5c7,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
461,8e3026d2-a977-4221-a6cc-c30fd3590962,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
462,1bbd002a-73c0-4f38-8e36-76560bba1f49,,Mahasiswa
463,e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,,Fresh Graduates
464,1bfa930d-cf1c-479b-87e4-bae0f9073321,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
465,3957973a-682a-4959-b576-9a085c8a44ae,,Pekerja aktif
466,45d72ac3-0209-493e-9d5a-8a966d562845,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Pekerja aktif
467,19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
468,c7cccd38-9e0f-4c94-acfb-557606e7aadf,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
469,fdf2851c-a685-4112-80fc-401747191dc3,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Pekerja aktif
470,67313ce6-34e5-492a-ab7b-4e50acceb029,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
471,670e36fe-2b5e-4426-919b-889ef9ae7dc9,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
472,49b93c8d-21cf-4307-90e1-12f87a2a75a4,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
473,e696ca58-d61a-449b-8aae-30772b7d92e3,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
474,aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
475,aafce93e-6e5f-46ad-b186-d642d5a456a1,,Pekerja aktif
476,73b6df25-7321-4250-8a5d-2d58573b14ec,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
477,94173ad0-5841-4719-9ae3-44e387b19633,,Mahasiswa
478,c1133665-1bdf-4e34-ad54-083732118089,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
479,6682a9bf-56ba-4596-8da7-14e90a00dcd4,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
480,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,,Fresh Graduates
481,a1408643-a549-447c-b867-6886faa00fca,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
482,2eebf90c-68dc-4631-a827-b59638b7ad52,,Fresh Graduates
483,0e354232-854f-43ec-944d-b120245eea4d,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Fresh Graduates
484,f1242db3-e5af-4813-a6f1-4c9e531776bd,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Mahasiswa
485,9f60f579-c330-400e-a75a-6d0d289424c1,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
486,0ef4cecc-887a-460d-b699-659969939b87,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Mahasiswa
487,cee38db4-d8fb-4876-affb-408d23f0c5fc,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
488,3d0ea613-5462-4785-91d0-04f2331473f5,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Pekerja aktif
489,f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,Bootcamp Data Science For Beginner Batch 8 - Mulai Februari 2024,Pekerja aktif
490,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Fresh Graduates
491,71dfef48-bb94-46ba-9eb5-66c917e928c7,,Pekerja aktif
